date,region,category,value
2017-05-22,West,Technology,222.384
2017-05-23,West,Furniture,37.05
2017-05-23,East,Technology,8522.358
2017-05-23,South,Office Supplies,4.98
2017-05-23,Central,Technology,1979.928
2017-05-23,East,Office Supplies,16.662
2017-05-24,East,Office Supplies,16.656
2017-05-24,South,Office Supplies,261.1
2017-05-25,South,Furniture,24.96
2017-05-25,South,Office Supplies,1287.01
2017-05-26,West,Furniture,484.704
2017-05-26,West,Technology,583.144
2017-05-26,West,Office Supplies,51.3
2017-05-26,South,Technology,47.92
2017-05-26,South,Office Supplies,184.704
2017-05-26,East,Furniture,41.37
2017-05-26,Central,Technology,63.992
2017-05-26,Central,Office Supplies,24.72
2017-05-26,Central,Furniture,415.37
2017-05-26,East,Office Supplies,78.132
2017-05-27,Central,Furniture,3535.6600000000003
2017-05-27,Central,Office Supplies,1756.038
2017-05-27,West,Office Supplies,13.38
2017-05-28,South,Furniture,390.272
2017-05-28,West,Technology,690.0
2017-05-28,West,Office Supplies,467.68
2017-05-28,Central,Technology,286.4
2017-05-28,East,Office Supplies,54.9
2017-05-28,South,Office Supplies,248.072
2017-05-29,South,Technology,979.95
2017-05-29,South,Furniture,44.76
2017-05-29,South,Office Supplies,38.475
2017-05-30,South,Technology,2091.68
2017-05-30,South,Office Supplies,91.932
2017-05-30,West,Office Supplies,111.62
2017-05-30,West,Furniture,969.408
2017-05-30,South,Furniture,2275.5
2017-05-30,Central,Technology,429.90999999999997
2017-05-30,East,Office Supplies,123.92
2017-05-30,East,Technology,839.988
2017-05-30,Central,Office Supplies,1109.22
2017-05-30,Central,Furniture,47.4
2017-05-31,Central,Furniture,223.143
2017-05-31,Central,Office Supplies,28.863999999999997
2017-05-31,East,Office Supplies,7.152
2017-05-31,East,Technology,179.7
2017-06-02,West,Office Supplies,93.06
2017-06-02,East,Office Supplies,64.784
2017-06-04,Central,Furniture,612.637
2017-06-04,Central,Office Supplies,33.328
2017-06-04,Central,Technology,31.984
2017-06-04,East,Furniture,197.904
2017-06-04,East,Office Supplies,14.94
2017-06-04,East,Technology,1349.85
2017-06-04,South,Office Supplies,75.88
2017-06-05,West,Office Supplies,141.172
2017-06-05,East,Office Supplies,518.648
2017-06-06,Central,Technology,328.224
2017-06-06,East,Office Supplies,819.8199999999999
2017-06-06,South,Office Supplies,148.71
2017-06-06,South,Technology,530.16
2017-06-06,West,Office Supplies,121.95
2017-06-06,West,Technology,3528.488
2017-06-07,East,Office Supplies,42.048
2017-06-07,West,Office Supplies,9.514
2017-06-09,Central,Furniture,692.94
2017-06-09,South,Technology,695.7
2017-06-09,West,Furniture,122.352
2017-06-09,West,Technology,177.48
2017-06-10,East,Office Supplies,23.616
2017-06-10,West,Furniture,1335.68
2017-06-10,West,Office Supplies,53.099999999999994
2017-06-11,West,Office Supplies,68.604
2017-06-11,West,Technology,389.97
2017-06-11,West,Furniture,902.712
2017-06-11,Central,Office Supplies,9.616
2017-06-11,East,Technology,239.97
2017-06-11,Central,Furniture,12.544
2017-06-12,South,Office Supplies,224.9
2017-06-12,East,Technology,68.04
2017-06-12,East,Office Supplies,517.92
2017-06-12,West,Office Supplies,213.46
2017-06-12,Central,Technology,1007.979
2017-06-12,Central,Office Supplies,496.868
2017-06-12,Central,Furniture,386.356
2017-06-12,East,Furniture,47.04
2017-06-13,Central,Office Supplies,18.9
2017-06-13,Central,Technology,377.97
2017-06-13,East,Office Supplies,33.568
2017-06-14,West,Office Supplies,15.68
2017-06-14,East,Furniture,337.176
2017-06-14,South,Office Supplies,39.936
2017-06-14,South,Technology,18.464
2017-06-14,West,Furniture,3016.553
2017-06-14,West,Technology,29.29
2017-06-15,Central,Office Supplies,173.488
2017-06-16,East,Office Supplies,9.45
2017-06-16,South,Technology,91.475
2017-06-16,West,Office Supplies,46.35
2017-06-17,East,Furniture,696.2760000000001
2017-06-17,East,Office Supplies,364.22
2017-06-17,East,Technology,596.97
2017-06-17,West,Furniture,989.154
2017-06-17,West,Office Supplies,354.3
2017-06-18,East,Office Supplies,465.074
2017-06-18,Central,Office Supplies,76.864
2017-06-19,West,Office Supplies,17.12
2017-06-20,West,Office Supplies,292.23199999999997
2017-06-20,Central,Furniture,57.69
2017-06-20,Central,Office Supplies,10.368
2017-06-20,Central,Technology,102.86800000000001
2017-06-20,East,Office Supplies,538.022
2017-06-20,East,Technology,66.8
2017-06-20,West,Furniture,161.568
2017-06-21,East,Office Supplies,222.704
2017-06-21,Central,Office Supplies,0.836
2017-06-21,East,Furniture,353.568
2017-06-23,East,Office Supplies,1477.1599999999999
2017-06-23,West,Office Supplies,135.59
2017-06-23,West,Technology,862.344
2017-06-24,Central,Office Supplies,8.712
2017-06-24,Central,Technology,440.91
2017-06-24,West,Office Supplies,346.28999999999996
2017-06-24,West,Technology,4515.04
2017-06-25,Central,Furniture,117.958
2017-06-25,East,Furniture,422.058
2017-06-25,East,Office Supplies,292.44
2017-06-25,West,Office Supplies,60.81
2017-06-26,East,Technology,160.93
2017-06-26,West,Office Supplies,262.1
2017-06-26,West,Furniture,22.14
2017-06-26,South,Technology,135.95
2017-06-26,East,Office Supplies,733.85
2017-06-26,East,Furniture,37.74
2017-06-26,Central,Technology,13.616
2017-06-26,Central,Office Supplies,553.274
2017-06-27,Central,Furniture,539.658
2017-06-27,Central,Office Supplies,37.464
2017-06-27,West,Technology,201.584
2017-06-28,Central,Technology,359.976
2017-06-28,East,Furniture,121.96
2017-06-28,East,Office Supplies,353.9
2017-06-28,West,Office Supplies,41.32
2017-06-29,South,Office Supplies,191.88
2017-06-30,Central,Technology,50.12
2017-06-30,South,Furniture,1266.86
2017-06-30,South,Office Supplies,35.97
2017-07-01,West,Office Supplies,2.496
2017-07-01,South,Office Supplies,85.5
2017-07-01,West,Technology,1499.95
2017-07-01,East,Office Supplies,105.59
2017-07-01,East,Technology,30.84
2017-07-02,West,Furniture,195.184
2017-07-02,South,Office Supplies,7.7
2017-07-02,Central,Office Supplies,41.472
2017-07-02,Central,Furniture,528.43
2017-07-03,East,Office Supplies,830.78
2017-07-03,West,Office Supplies,16.92
2017-07-04,West,Furniture,1329.9650000000001
2017-07-04,West,Office Supplies,71.88
2017-07-04,West,Technology,249.456
2017-07-07,West,Technology,2799.96
2017-07-07,West,Office Supplies,107.88
2017-07-07,West,Furniture,503.61800000000005
2017-07-07,South,Office Supplies,45.584
2017-07-07,Central,Office Supplies,26.32
2017-07-07,East,Office Supplies,25.215
2017-07-07,Central,Furniture,313.66
2017-07-07,East,Technology,59.994
2017-07-08,West,Furniture,662.88
2017-07-08,West,Technology,107.984
2017-07-08,South,Technology,823.96
2017-07-08,West,Office Supplies,81.488
2017-07-08,East,Office Supplies,12.96
2017-07-08,Central,Technology,863.64
2017-07-08,Central,Office Supplies,47.616
2017-07-08,South,Office Supplies,15.984
2017-07-09,East,Furniture,573.286
2017-07-10,Central,Office Supplies,492.28000000000003
2017-07-10,East,Technology,341.991
2017-07-10,West,Office Supplies,61.624
2017-07-12,West,Technology,95.76
2017-07-14,West,Technology,491.24
2017-07-14,West,Office Supplies,151.62
2017-07-14,West,Furniture,30.8
2017-07-14,South,Technology,29.0
2017-07-14,South,Office Supplies,36.4
2017-07-14,East,Furniture,579.136
2017-07-14,East,Office Supplies,140.23
2017-07-14,Central,Technology,419.944
2017-07-14,Central,Office Supplies,219.84
2017-07-14,South,Furniture,51.75
2017-07-15,West,Furniture,230.28
2017-07-15,West,Office Supplies,149.92
2017-07-16,South,Office Supplies,123.19999999999999
2017-07-16,South,Technology,75.98
2017-07-16,East,Technology,638.358
2017-07-16,Central,Furniture,9.552
2017-07-16,Central,Office Supplies,57.239999999999995
2017-07-16,East,Office Supplies,5.84
2017-07-17,Central,Office Supplies,589.52
2017-07-17,East,Office Supplies,264.08
2017-07-17,East,Technology,597.0
2017-07-17,West,Furniture,37.17
2017-07-17,West,Office Supplies,247.926
2017-07-17,West,Technology,449.18399999999997
2017-07-18,West,Technology,55.992
2017-07-18,West,Office Supplies,967.28
2017-07-18,West,Furniture,1398.3600000000001
2017-07-18,East,Office Supplies,313.84
2017-07-18,Central,Technology,15.576
2017-07-18,South,Furniture,140.81
2017-07-19,South,Furniture,690.48
2017-07-19,South,Office Supplies,420.02000000000004
2017-07-19,West,Technology,425.954
2017-07-20,East,Technology,89.95
2017-07-21,West,Office Supplies,423.04999999999995
2017-07-21,South,Office Supplies,6.264
2017-07-21,East,Office Supplies,197.861
2017-07-21,South,Furniture,363.92
2017-07-22,Central,Office Supplies,1027.45
2017-07-22,Central,Technology,109.95
2017-07-22,East,Furniture,39.068
2017-07-22,East,Office Supplies,99.08
2017-07-22,West,Office Supplies,92.5
2017-07-23,Central,Office Supplies,215.064
2017-07-23,Central,Technology,115.136
2017-07-23,South,Office Supplies,58.912000000000006
2017-07-23,South,Technology,265.475
2017-07-24,East,Furniture,253.764
2017-07-24,South,Office Supplies,73.2
2017-07-25,South,Office Supplies,83.83
2017-07-25,West,Office Supplies,178.26600000000002
2017-07-25,West,Furniture,566.628
2017-07-25,South,Furniture,2430.08
2017-07-25,East,Office Supplies,243.88
2017-07-25,East,Technology,1439.976
2017-07-25,Central,Office Supplies,36.647999999999996
2017-07-28,Central,Furniture,327.42
2017-07-28,Central,Office Supplies,130.36
2017-07-28,East,Furniture,177.45
2017-07-28,East,Office Supplies,1379.244
2017-07-28,West,Office Supplies,18.9
2017-07-29,East,Office Supplies,84.784
2017-07-29,South,Office Supplies,734.37
2017-07-30,Central,Office Supplies,1055.136
2017-07-30,West,Office Supplies,715.64
2017-07-31,Central,Furniture,272.94
2017-07-31,Central,Office Supplies,283.14
2017-07-31,Central,Technology,754.95
2017-07-31,West,Furniture,863.128
2017-08-01,West,Office Supplies,45.96
2017-08-01,West,Technology,1039.728
2017-08-01,Central,Office Supplies,19.648
2017-08-01,East,Furniture,19.312
2017-08-02,West,Furniture,136.464
2017-08-02,West,Office Supplies,12.544
2017-08-02,West,Technology,333.576
2017-08-03,Central,Office Supplies,81.54
2017-08-03,Central,Technology,167.28
2017-08-04,West,Technology,302.384
2017-08-04,South,Office Supplies,49.010000000000005
2017-08-04,West,Office Supplies,32.736000000000004
2017-08-04,Central,Office Supplies,3.98
2017-08-04,South,Furniture,109.8
2017-08-05,South,Office Supplies,197.05
2017-08-06,East,Office Supplies,109.22
2017-08-06,West,Technology,211.168
2017-08-07,West,Technology,179.97
2017-08-08,Central,Office Supplies,75.67999999999999
2017-08-08,South,Office Supplies,23.34
2017-08-08,West,Furniture,513.024
2017-08-08,West,Office Supplies,503.16
2017-08-09,South,Technology,44.784
2017-08-09,South,Office Supplies,616.5699999999999
2017-08-11,Central,Office Supplies,151.82
2017-08-12,Central,Office Supplies,6.48
2017-08-12,Central,Technology,1399.944
2017-08-12,East,Furniture,354.91200000000003
2017-08-12,East,Office Supplies,1628.3319999999999
2017-08-12,South,Furniture,562.2925
2017-08-13,Central,Furniture,241.96
2017-08-13,Central,Office Supplies,252.82000000000002
2017-08-13,South,Office Supplies,164.764
2017-08-13,South,Technology,71.98
2017-08-14,East,Technology,787.044
2017-08-14,South,Office Supplies,15.552
2017-08-14,West,Office Supplies,15.54
2017-08-14,West,Technology,105.552
2017-08-15,West,Technology,237.576
2017-08-15,West,Office Supplies,199.82
2017-08-15,West,Furniture,312.03
2017-08-15,South,Technology,705.544
2017-08-15,South,Furniture,225.296
2017-08-16,West,Furniture,161.28
2017-08-16,West,Office Supplies,43.26
2017-08-17,West,Office Supplies,15.712
2017-08-18,East,Office Supplies,355.32
2017-08-18,East,Technology,39.99
2017-08-18,Central,Furniture,14.896
2017-08-18,Central,Office Supplies,85.908
2017-08-19,East,Office Supplies,448.792
2017-08-20,Central,Technology,14.78
2017-08-21,West,Technology,378.914
2017-08-21,East,Furniture,815.292
2017-08-21,South,Office Supplies,37.263999999999996
2017-08-21,West,Furniture,2887.056
2017-08-21,West,Office Supplies,106.59200000000001
2017-08-22,East,Office Supplies,251.15800000000002
2017-08-22,West,Furniture,98.328
2017-08-22,Central,Office Supplies,4.312
2017-08-22,West,Office Supplies,51.552
2017-08-23,West,Office Supplies,229.56
2017-08-23,West,Technology,837.6
2017-08-23,West,Furniture,532.704
2017-08-23,Central,Furniture,22.608
2017-08-23,Central,Technology,668.38
2017-08-23,Central,Office Supplies,805.056
2017-08-23,East,Office Supplies,1091.4399999999998
2017-08-26,West,Office Supplies,179.87
2017-08-26,West,Furniture,1603.136
2017-08-26,South,Furniture,186.54
2017-08-26,East,Technology,330.93399999999997
2017-08-26,South,Office Supplies,31.008
2017-08-26,Central,Technology,897.894
2017-08-26,Central,Office Supplies,20.200000000000003
2017-08-26,Central,Furniture,1472.5559999999998
2017-08-26,East,Office Supplies,152.16
2017-08-27,Central,Office Supplies,208.92000000000002
2017-08-27,East,Furniture,244.615
2017-08-27,East,Office Supplies,245.19
2017-08-27,East,Technology,59.97
2017-08-27,South,Office Supplies,9.216
2017-08-28,West,Technology,108.576
2017-08-28,West,Office Supplies,15.48
2017-08-28,Central,Furniture,156.3728
2017-08-28,Central,Office Supplies,23.164
2017-08-28,East,Office Supplies,18.432
2017-08-29,Central,Office Supplies,66.41199999999999
2017-08-29,Central,Technology,95.976
2017-08-29,East,Furniture,405.79999999999995
2017-08-29,East,Office Supplies,42.0
2017-08-29,East,Technology,22.0
2017-08-30,East,Furniture,786.744
2017-08-30,East,Office Supplies,192.22799999999998
2017-08-30,East,Technology,290.898
2017-08-30,West,Furniture,47.04
2017-08-30,West,Technology,339.96
2017-08-31,Central,Office Supplies,23.968
2017-09-01,West,Office Supplies,34.66
2017-09-01,East,Office Supplies,4490.014
2017-09-01,East,Technology,572.158
2017-09-01,Central,Technology,8.78
2017-09-01,East,Furniture,191.82
2017-09-01,Central,Office Supplies,468.72
2017-09-02,Central,Furniture,84.272
2017-09-02,Central,Office Supplies,83.086
2017-09-02,Central,Technology,1522.46
2017-09-02,East,Furniture,39.98
2017-09-02,East,Office Supplies,75.48
2017-09-02,South,Furniture,472.518
2017-09-02,South,Office Supplies,369.043
2017-09-02,South,Technology,1012.68
2017-09-02,West,Furniture,879.384
2017-09-02,West,Office Supplies,162.142
2017-09-02,West,Technology,2091.148
2017-09-03,East,Technology,280.782
2017-09-03,East,Office Supplies,1291.83
2017-09-03,South,Office Supplies,87.28
2017-09-03,Central,Office Supplies,63.308
2017-09-03,Central,Furniture,282.696
2017-09-03,East,Furniture,359.7
2017-09-04,Central,Office Supplies,618.2579999999999
2017-09-04,Central,Technology,279.95
2017-09-04,East,Furniture,63.94
2017-09-04,East,Office Supplies,83.32
2017-09-04,South,Furniture,42.6
2017-09-04,South,Office Supplies,619.744
2017-09-05,West,Technology,116.0
2017-09-05,West,Office Supplies,112.12
2017-09-05,South,Technology,108.784
2017-09-05,South,Office Supplies,144.86200000000002
2017-09-05,South,Furniture,1652.94
2017-09-05,Central,Office Supplies,733.27
2017-09-05,East,Office Supplies,227.395
2017-09-05,East,Furniture,1184.811
2017-09-05,Central,Technology,278.4
2017-09-05,Central,Furniture,624.1659999999999
2017-09-05,East,Technology,43.6
2017-09-06,South,Office Supplies,99.15599999999999
2017-09-06,East,Furniture,722.352
2017-09-06,East,Technology,31.86
2017-09-06,Central,Technology,329.584
2017-09-06,Central,Office Supplies,130.584
2017-09-08,Central,Furniture,3011.8716000000004
2017-09-08,Central,Office Supplies,237.456
2017-09-08,Central,Technology,117.54400000000001
2017-09-08,East,Furniture,173.94
2017-09-08,East,Office Supplies,222.23999999999998
2017-09-08,South,Office Supplies,64.704
2017-09-08,South,Technology,35.168
2017-09-08,West,Furniture,189.17
2017-09-08,West,Office Supplies,441.89
2017-09-09,Central,Furniture,15.008
2017-09-09,East,Office Supplies,14.624
2017-09-09,West,Office Supplies,55.36
2017-09-10,West,Office Supplies,420.024
2017-09-10,South,Office Supplies,67.56
2017-09-10,South,Technology,519.68
2017-09-10,Central,Technology,719.96
2017-09-10,Central,Furniture,300.93
2017-09-10,East,Office Supplies,66.17
2017-09-11,West,Technology,3347.37
2017-09-11,South,Technology,1599.92
2017-09-11,South,Office Supplies,11.09
2017-09-11,West,Office Supplies,413.63800000000003
2017-09-11,East,Office Supplies,68.396
2017-09-11,Central,Technology,224.75
2017-09-11,Central,Office Supplies,7.9079999999999995
2017-09-11,East,Technology,728.946
2017-09-12,West,Technology,146.952
2017-09-12,Central,Office Supplies,68.52
2017-09-12,East,Furniture,40.48
2017-09-12,South,Furniture,1059.12
2017-09-12,South,Office Supplies,79.24000000000001
2017-09-12,South,Technology,20.7
2017-09-12,West,Furniture,580.2719999999999
2017-09-12,West,Office Supplies,48.508
2017-09-13,Central,Technology,179.92
2017-09-13,Central,Office Supplies,858.3699999999999
2017-09-13,Central,Furniture,1336.44
2017-09-14,East,Office Supplies,673.568
2017-09-14,East,Technology,437.85
2017-09-14,South,Office Supplies,25.92
2017-09-15,East,Office Supplies,846.912
2017-09-15,West,Furniture,1128.39
2017-09-15,West,Office Supplies,125.88
2017-09-16,South,Furniture,121.78
2017-09-16,West,Furniture,273.666
2017-09-16,West,Office Supplies,30.44
2017-09-17,West,Technology,179.168
2017-09-17,West,Office Supplies,38.900000000000006
2017-09-17,West,Furniture,113.888
2017-09-17,South,Technology,396.0
2017-09-17,Central,Office Supplies,33.4
2017-09-17,East,Office Supplies,527.8
2017-09-17,East,Furniture,316.12
2017-09-17,East,Technology,437.85
2017-09-18,West,Office Supplies,368.91
2017-09-18,West,Technology,239.984
2017-09-18,West,Furniture,1687.096
2017-09-18,East,Furniture,797.2260000000001
2017-09-18,South,Furniture,734.418
2017-09-18,East,Office Supplies,7.288
2017-09-18,South,Office Supplies,916.1600000000001
2017-09-19,Central,Furniture,701.372
2017-09-19,Central,Office Supplies,2.308
2017-09-19,East,Furniture,897.952
2017-09-19,East,Office Supplies,1795.69
2017-09-19,South,Office Supplies,5.04
2017-09-19,South,Technology,249.95
2017-09-19,West,Office Supplies,187.0
2017-09-20,West,Furniture,163.88
2017-09-20,Central,Office Supplies,83.7
2017-09-20,East,Office Supplies,393.25
2017-09-20,South,Furniture,115.47999999999999
2017-09-20,West,Office Supplies,475.694
2017-09-22,South,Office Supplies,64.842
2017-09-22,South,Technology,63.936
2017-09-22,South,Furniture,13.28
2017-09-22,West,Furniture,68.432
2017-09-22,Central,Office Supplies,35.88
2017-09-22,Central,Furniture,18.96
2017-09-22,East,Office Supplies,152.732
2017-09-23,East,Furniture,560.704
2017-09-23,East,Office Supplies,39.593
2017-09-23,South,Furniture,368.97
2017-09-23,South,Office Supplies,118.25
2017-09-23,West,Furniture,184.752
2017-09-23,West,Office Supplies,49.876
2017-09-24,West,Office Supplies,899.616
2017-09-24,West,Furniture,647.88
2017-09-24,East,Furniture,155.372
2017-09-24,Central,Office Supplies,455.232
2017-09-24,Central,Furniture,127.95
2017-09-25,Central,Furniture,270.6
2017-09-25,Central,Office Supplies,18.976
2017-09-25,Central,Technology,499.95
2017-09-25,East,Office Supplies,642.016
2017-09-25,West,Furniture,870.831
2017-09-25,West,Office Supplies,81.63
2017-09-26,West,Technology,100.0
2017-09-26,West,Office Supplies,404.32
2017-09-26,West,Furniture,424.9575
2017-09-26,Central,Furniture,1202.523
2017-09-26,Central,Office Supplies,134.39
2017-09-26,South,Technology,431.976
2017-09-27,Central,Furniture,956.6648
2017-09-27,East,Office Supplies,2.907
2017-09-27,South,Office Supplies,31.830000000000002
2017-09-27,West,Technology,1001.584
2017-09-28,Central,Office Supplies,99.136
2017-09-29,West,Technology,859.2
2017-09-29,West,Office Supplies,56.705999999999996
2017-09-29,South,Technology,209.97
2017-09-29,East,Office Supplies,15.936
2017-09-29,Central,Office Supplies,40.88
2017-09-29,South,Office Supplies,88.86
2017-09-30,Central,Office Supplies,1.964
2017-09-30,East,Furniture,523.92
2017-10-01,South,Office Supplies,36.364
2017-10-01,West,Furniture,194.848
2017-10-01,East,Furniture,330.588
2017-10-01,Central,Office Supplies,28.352
2017-10-01,Central,Technology,149.412
2017-10-01,Central,Furniture,41.85
2017-10-02,Central,Office Supplies,836.7900000000001
2017-10-02,Central,Technology,17499.95
2017-10-02,East,Office Supplies,61.44
2017-10-02,West,Office Supplies,54.792
2017-10-03,West,Office Supplies,112.53999999999999
2017-10-03,West,Furniture,915.136
2017-10-03,East,Furniture,599.292
2017-10-03,Central,Office Supplies,15.648
2017-10-03,Central,Furniture,38.08
2017-10-04,Central,Office Supplies,59.752
2017-10-04,East,Furniture,239.372
2017-10-04,East,Office Supplies,149.5
2017-10-04,East,Technology,5399.91
2017-10-04,South,Furniture,11.568
2017-10-04,South,Technology,52.68
2017-10-06,West,Technology,771.6700000000001
2017-10-06,Central,Office Supplies,28.85
2017-10-06,West,Office Supplies,29.880000000000003
2017-10-07,East,Office Supplies,4.928
2017-10-07,West,Office Supplies,131.184
2017-10-07,West,Technology,837.6
2017-10-08,Central,Furniture,51.712
2017-10-08,Central,Office Supplies,60.144
2017-10-08,South,Office Supplies,387.72
2017-10-08,West,Office Supplies,61.96
2017-10-09,East,Furniture,332.832
2017-10-09,East,Office Supplies,19.136
2017-10-09,East,Technology,23.976
2017-10-09,West,Furniture,169.568
2017-10-09,West,Office Supplies,1.408
2017-10-10,West,Furniture,211.666
2017-10-10,West,Technology,15.992
2017-10-10,South,Office Supplies,24.703
2017-10-11,Central,Office Supplies,33.064
2017-10-13,West,Furniture,795.5300000000001
2017-10-13,West,Office Supplies,213.076
2017-10-13,East,Office Supplies,197.41
2017-10-13,Central,Furniture,139.92
2017-10-13,Central,Technology,191.976
2017-10-13,East,Furniture,82.26
2017-10-13,Central,Office Supplies,30.445999999999998
2017-10-14,Central,Technology,1649.75
2017-10-14,East,Office Supplies,111.96
2017-10-14,East,Technology,1091.93
2017-10-14,South,Furniture,102.592
2017-10-14,South,Office Supplies,179.952
2017-10-14,South,Technology,22.704
2017-10-14,West,Technology,177.0
2017-10-15,Central,Office Supplies,1052.77
2017-10-15,Central,Technology,5.5
2017-10-15,South,Office Supplies,342.76
2017-10-15,West,Office Supplies,219.12
2017-10-16,East,Furniture,142.182
2017-10-17,West,Furniture,120.666
2017-10-17,West,Office Supplies,18.16
2017-10-17,East,Office Supplies,315.98
2017-10-17,Central,Technology,449.97
2017-10-17,Central,Office Supplies,1927.59
2017-10-17,East,Furniture,120.98
2017-10-18,West,Furniture,307.92
2017-10-20,West,Furniture,387.136
2017-10-20,Central,Furniture,56.686
2017-10-20,Central,Office Supplies,97.124
2017-10-20,Central,Technology,317.68
2017-10-20,East,Office Supplies,7.152
2017-10-20,South,Furniture,61.1
2017-10-20,West,Office Supplies,19.296
2017-10-21,West,Furniture,262.096
2017-10-21,South,Office Supplies,111.672
2017-10-21,East,Technology,333.312
2017-10-21,West,Office Supplies,5215.746
2017-10-21,East,Furniture,1705.096
2017-10-21,Central,Technology,106.08
2017-10-21,East,Office Supplies,143.27
2017-10-22,West,Office Supplies,15.02
2017-10-22,West,Furniture,101.94
2017-10-22,Central,Furniture,31.4
2017-10-22,South,Furniture,39.92
2017-10-23,Central,Furniture,16.156
2017-10-23,Central,Office Supplies,54.816
2017-10-23,East,Office Supplies,379.4
2017-10-23,West,Office Supplies,17.05
2017-10-24,Central,Office Supplies,15.552
2017-10-24,South,Technology,239.976
2017-10-24,West,Technology,1109.97
2017-10-25,South,Technology,783.96
2017-10-27,East,Furniture,467.844
2017-10-27,East,Office Supplies,83.878
2017-10-27,South,Furniture,290.98
2017-10-27,West,Office Supplies,136.088
2017-10-28,West,Office Supplies,193.556
2017-10-28,South,Office Supplies,93.231
2017-10-28,West,Technology,302.376
2017-10-28,East,Office Supplies,1198.49
2017-10-28,East,Furniture,834.4
2017-10-28,South,Furniture,276.968
2017-10-29,Central,Furniture,67.0
2017-10-29,East,Office Supplies,52.410000000000004
2017-10-29,West,Office Supplies,11.744
2017-10-30,Central,Office Supplies,11.68
2017-10-30,East,Office Supplies,143.702
2017-10-30,West,Office Supplies,3.62
2017-10-31,West,Office Supplies,1085.42
2017-10-31,West,Furniture,1403.92
2017-10-31,South,Office Supplies,32.064
2017-10-31,Central,Office Supplies,367.29
2017-10-31,Central,Furniture,368.97
2017-10-31,East,Furniture,492.835
2017-11-01,Central,Office Supplies,111.672
2017-11-01,Central,Technology,68.112
2017-11-01,South,Office Supplies,251.79
2017-11-01,South,Technology,21.8
2017-11-03,West,Office Supplies,1763.898
2017-11-03,West,Technology,262.94100000000003
2017-11-03,West,Furniture,217.584
2017-11-03,South,Office Supplies,36.730000000000004
2017-11-03,South,Furniture,867.0400000000001
2017-11-03,East,Technology,72.0
2017-11-03,East,Furniture,470.155
2017-11-03,Central,Office Supplies,112.448
2017-11-04,Central,Furniture,77.488
2017-11-04,South,Furniture,926.7959999999999
2017-11-04,South,Office Supplies,241.364
2017-11-04,West,Furniture,1003.306
2017-11-04,West,Office Supplies,953.4639999999999
2017-11-04,West,Technology,686.4
2017-11-05,West,Technology,551.72
2017-11-05,West,Furniture,113.888
2017-11-05,South,Technology,89.97
2017-11-05,South,Furniture,1030.76
2017-11-05,West,Office Supplies,240.498
2017-11-05,Central,Technology,171.96
2017-11-05,Central,Office Supplies,224.322
2017-11-05,Central,Furniture,1819.7928000000002
2017-11-05,East,Technology,23.988
2017-11-06,South,Furniture,243.55200000000002
2017-11-06,South,Office Supplies,124.88
2017-11-06,West,Furniture,319.98400000000004
2017-11-06,West,Office Supplies,84.84
2017-11-07,West,Technology,479.97
2017-11-07,West,Office Supplies,188.56
2017-11-07,West,Furniture,1617.956
2017-11-07,East,Office Supplies,421.524
2017-11-07,Central,Office Supplies,314.088
2017-11-07,Central,Furniture,44.46
2017-11-07,East,Technology,743.906
2017-11-08,South,Furniture,993.9000000000001
2017-11-09,West,Technology,479.97
2017-11-10,East,Technology,1102.808
2017-11-10,West,Furniture,477.44
2017-11-10,South,Office Supplies,41.86
2017-11-10,East,Office Supplies,689.08
2017-11-10,West,Office Supplies,1300.858
2017-11-10,Central,Technology,501.924
2017-11-10,Central,Office Supplies,81.96
2017-11-10,Central,Furniture,379.26
2017-11-10,East,Furniture,148.288
2017-11-11,West,Office Supplies,31.504
2017-11-11,South,Office Supplies,681.432
2017-11-11,East,Technology,95.97
2017-11-11,East,Office Supplies,294.68
2017-11-11,West,Furniture,500.072
2017-11-11,Central,Technology,353.94800000000004
2017-11-11,Central,Office Supplies,14.112
2017-11-11,Central,Furniture,2726.9320000000002
2017-11-11,East,Furniture,245.646
2017-11-12,Central,Furniture,22.752
2017-11-12,Central,Office Supplies,383.14
2017-11-12,East,Furniture,3461.248
2017-11-12,East,Office Supplies,126.848
2017-11-12,West,Furniture,674.352
2017-11-12,West,Office Supplies,10.638
2017-11-12,West,Technology,235.96
2017-11-13,West,Office Supplies,44.02
2017-11-13,West,Furniture,23.72
2017-11-13,South,Office Supplies,52.136
2017-11-13,Central,Office Supplies,3.136
2017-11-13,East,Office Supplies,511.80600000000004
2017-11-13,Central,Furniture,30.36
2017-11-13,East,Technology,2279.96
2017-11-14,South,Technology,499.98
2017-11-14,South,Office Supplies,13.54
2017-11-14,East,Technology,1303.9260000000002
2017-11-14,West,Office Supplies,17.22
2017-11-14,East,Furniture,856.56
2017-11-14,Central,Office Supplies,2.296
2017-11-14,East,Office Supplies,80.53999999999999
2017-11-15,South,Furniture,630.024
2017-11-15,West,Office Supplies,1054.928
2017-11-15,West,Technology,460.76599999999996
2017-11-16,West,Office Supplies,36.72
2017-11-17,Central,Office Supplies,15.232
2017-11-17,Central,Technology,67.176
2017-11-17,West,Office Supplies,60.275999999999996
2017-11-18,West,Office Supplies,128.96
2017-11-18,West,Technology,656.192
2017-11-18,South,Technology,1319.96
2017-11-18,East,Office Supplies,103.968
2017-11-18,Central,Office Supplies,1192.784
2017-11-18,Central,Furniture,557.068
